42;0;81;75;guangdong_sector;x;
43;42;84;203;yunnan_sector;x;
44;0;96;205;sichuan_sector;x;
45;84;180;56;shaanxi_sector;x;
46;126;183;184;heibei_sector;x;
47;126;33;159;shanghai_sector;x;
48;84;15;156;bolivar_sector;x;
49;168;204;152;encrucijada_sector;x;
50;42;132;48;frontera_sector;x;
51;84;135;176;sexto_sol_sector;x;
52;168;171;182;vega_sector;x;
53;168;141;177;apollo_sector;x;
54;0;144;50;armstrong_sector;x;
55;42;147;178;glenn_sector;x;
56;84;150;51;ride_sector;x;
57;126;153;179;shepard_sector;x;
58;168;156;52;lower_helix_sector;x;
59;0;159;180;upper_helix_sector;x;
60;42;162;53;hiyokuoka_sector;x;
61;84;87;76;sumitomo_sector;x;
62;168;21;157;okyoto_Nara_sector;x;
63;126;90;149;iogi_sector;x;
64;168;108;207;jion_sector;x;
65;126;78;39;taikun_sector;x;
66;42;27;158;adams_sector;x;
67;126;168;54;deadwood_sector;x;
68;42;210;153;douglas_sector;x;
69;168;36;32;franklin_sector;x;
70;0;39;160;jefferson_sector;x;
71;0;111;80;lafayette_sector;x;
72;42;12;28;washington_sector;x;
73;0;9;155;almaz_sector;x;
74;168;51;162;maoxian_sector;x;
75;42;114;208;mir_sector;x;
76;42;57;163;novyy_edem_sector;x;
77;84;60;36;pobeda_sector;x;
78;126;63;164;prochnost_sector;x;
79;168;66;37;shen_yan_sector;x;
80;0;69;165;sovershenstvo_sector;x;
81;42;72;38;arkanar_sector;x;
82;84;75;166;kovcheg_sector;x;
83;42;6;98;novyy_sol_sector;x;
84;168;81;167;raduga_sector;x;
85;0;84;40;saula_sector;x;
86;42;87;168;altair_sector;x;
87;84;90;41;draconis_sector;x;
88;126;93;169;sirius_sector;x;
89;126;12;99;sol_sector;x;
90;0;99;170;tau_ceti_sector;x;
91;42;102;43;gagarin_sector;x;
92;84;105;171;tengoku_sector;x;
93;126;108;44;tereshkova_sector;x;
94;168;111;172;core_witch_head_sector;x;
95;0;114;45;lower_witch_head_sector;x;
96;42;117;173;upper_witch_head_sector;x;
97;84;120;46;wu_ren_zhi_an_sector;x;
98;126;123;174;macau_sector;x;
99;168;126;47;tian_yuan_sector;x;
100;0;129;175;group_103_sector;x;
101;168;6;27;yingshi_sector;x;
102;126;18;29;hang_seng_sector;x;
103;42;42;33;qiangying_sector;x;
104;84;57;71;group_98_sector;x;
105;126;60;199;wei_sector;x;
106;0;24;30;xin_qin_sector;x;
107;42;177;183;baihu_sector;x;
108;0;174;55;huangjing_sector;x;
109;84;30;31;qinglong_sector;x;
110;85;54;6;xuanwu_sector;x;
111;84;165;181;zhuque_sector;x;
112;168;186;57;adwa_sector;x;
113;0;189;185;afolayan_sector;x;
114;42;192;58;mpya_zanzibar_sector;x;
115;84;195;186;ndia_panda_sector;x;
116;126;198;59;nyota_mwisho_sector;x;
117;168;201;187;amal_sector;x;
118;0;204;60;jabraiil_sector;x;
119;42;207;188;makkat_al_Jadiida_sector;x;
120;84;210;61;al_bawwaaba_sector;x;
121;126;0;189;al_hadd_sector;x;
122;168;3;62;the_remote_sector;x;
123;0;6;190;outer_veil_sector;x;
124;42;9;63;ghandi_sector;x;
125;84;12;191;chandrasekhar_sector;x;
126;126;15;64;nai_dunya_sector;x;
127;168;18;192;nae_bangladesa_sector;x;
128;0;21;65;darius_sector;x;
129;42;24;193;paraiso_sector;x;
130;84;27;66;new_jerusalem_sector;x;
131;169;135;147;miltia_sector;x;
132;1;138;20;arjona_sector;x;
133;43;141;148;basilisco_sector;x;
134;85;144;21;manticore_sector;x;
135;127;147;149;group_119_sector;x;
136;169;150;22;group_114_sector;x;
137;1;153;150;santiago_sector;x;
138;43;156;23;ortega_gaona_sector;x;
139;85;159;151;betelgeuse_sector;x;
140;127;162;24;cisne_sector;x;
141;169;165;152;paulet_sector;x;
142;1;168;25;bellatrix_sector;x;
143;43;171;153;rigel_sector;x;
144;85;174;26;sortelha_sector;x;
145;127;177;154;group_109_sector;x;
146;169;180;27;melilla_sector;x;
147;1;183;155;la_forja_de_dios_sector;x;
148;43;186;28;group_113_sector;x;
149;85;189;156;group_104_sector;x;
150;127;192;29;shihai_sector;x;
151;169;195;157;group_106_sector;x;
152;1;198;30;group_108_sector;x;
153;43;201;158;group_107_sector;x;











#Galahad

#Silverlight Prime
#Silverlight Prime-b
#Silverlight II
# Add blue-silver nebula

#Virtue IV
#Virtue IV-b
#Virtue IV-c

#Galahad III
#Galahad Citadel
#Galahad III-b
#Galahad IV
#Galahad VII-b

#Lancelot

#Numenor II
#Numenor III

#Henry's Star Waystation
#Henry's Star III

#Robinson II
#Robinson II Orbital
#Robinson III

#Lancelot III
#Lancelot III-b
#Lancelot III-c
#Lancelot IV

#Caliburn

#Greywood III
#Greywood IV
#Greywood IV-b

#Mary's Star VI-b
#Mary's Star VI-c
# Add gas giant for these to orbit

#Caliburn III
#Caliburn III Orbital
#Caliburn III-b
#Caliburn IV

#Alfred

#Alfred Prime
#Alfred Prime-b
#Alfred Prime-c
#Alfred II

#Etherland Prime-b
#Etherland Prime-c
#Etherland Prime-d
# Add gas giant for these to orbit

#Victoria

#Garrison VIII-c
#Garrison VIII-b
#Garrison VIII-d
#Garrison VIII-e
# Add gas giant for these to orbit

#Hawkwood II
#Hawkwood III
# Add grey nebula

#Endeavour Prime
#Endeavour II
#Endeavour II-b

#Victoria III
#Victoria III Orbital
#Victoria III-b
#Victoria III-c
